Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
0,0,34,0,0,1927,2,5,5,5,3,2,3,2,2,2,2,4,2,2,5,0.0,0
1,1,38,0,0,351,2,2,2,3,1,2,1,1,3,4,3,2,3,1,26,38.0,0
0,0,31,0,2,101,5,5,5,5,5,5,5,5,3,2,5,2,4,5,0,0.0,1
1,0,14,1,1,528,3,5,3,4,4,3,4,4,1,5,5,1,1,4,0,0.0,0
1,1,17,0,1,429,4,0,3,5,2,3,4,2,1,3,1,2,2,2,0,0.0,0
1,0,44,0,0,1325,5,5,5,5,3,1,2,1,1,2,1,3,1,2,0,0.0,1
1,0,38,0,0,1730,4,4,1,4,2,5,5,4,4,4,4,5,4,3,12,11.0,1
0,1,13,0,1,842,1,1,1,4,3,1,1,3,1,4,3,4,3,3,5,13.0,0
0,1,36,0,1,525,4,0,4,3,1,4,1,1,4,4,1,1,2,1,16,0.0,0
1,0,33,0,0,2882,5,5,5,5,4,5,5,4,5,5,4,4,5,4,0,0.0,1
1,0,54,1,1,2585,2,3,2,5,2,5,4,2,3,4,1,4,4,4,0,36.0,0
0,1,47,0,2,802,2,2,2,4,2,2,2,2,2,4,4,1,3,2,0,0.0,0
1,0,46,0,0,3007,2,2,2,2,4,4,4,5,5,5,5,3,5,4,8,12.0,1
1,0,48,0,0,3816,3,2,4,2,2,3,4,3,3,3,3,1,3,2,2,0.0,0
1,0,52,0,1,227,2,3,3,3,2,2,2,2,3,2,2,3,1,2,0,0.0,0
1,0,42,0,0,3311,1,1,1,1,2,1,1,1,1,1,1,1,1,3,0,7.0,0
0,0,42,0,0,1744,5,5,5,5,4,4,5,4,4,4,4,4,4,5,23,15.0,1
0,0,50,0,0,591,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0.0,1
0,0,40,0,0,2080,5,1,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,1
1,0,27,1,2,1220,3,1,3,3,3,3,5,3,1,3,2,3,3,3,0,0.0,0
0,0,16,0,0,3455,3,4,1,4,3,3,3,3,2,1,4,2,4,3,39,33.0,0
0,1,20,0,2,507,2,1,2,4,2,4,4,2,2,3,4,4,4,4,177,184.0,0
0,0,42,1,2,919,4,5,4,4,4,2,1,3,3,4,3,3,3,2,12,0.0,0
0,1,30,0,1,925,2,3,3,3,1,3,1,1,3,2,3,4,3,1,0,0.0,0
1,0,31,0,0,2355,3,3,4,3,5,5,5,4,4,3,2,5,3,5,0,5.0,1
0,0,77,0,1,1276,4,4,4,4,4,4,4,4,1,3,3,4,3,4,190,215.0,0
0,0,48,0,0,1728,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,12.0,1
0,0,32,1,1,1205,2,2,2,2,3,2,3,3,2,5,3,4,3,3,0,0.0,0
0,0,44,0,0,2288,4,4,4,4,5,5,4,2,2,2,2,4,2,5,0,0.0,1
1,0,43,0,0,2454,4,4,4,4,4,4,4,3,2,3,4,4,5,4,0,0.0,1
0,0,50,0,1,204,5,4,4,4,3,1,5,5,5,5,5,4,5,2,26,17.0,1
1,0,60,0,0,2361,3,2,3,3,3,5,5,4,4,4,4,5,4,4,0,0.0,1
0,0,24,1,1,1972,3,0,3,3,3,3,2,3,5,5,5,3,5,3,40,57.0,0
0,0,37,1,1,319,1,1,1,3,5,1,5,5,3,2,4,1,4,5,13,8.0,0
0,0,60,1,1,237,2,3,0,3,3,3,3,5,5,0,5,4,5,3,9,4.0,0
1,0,36,1,1,363,3,4,3,4,5,3,5,5,4,5,5,5,4,5,0,0.0,0
1,1,34,0,1,401,2,3,3,5,4,3,2,4,2,3,3,4,2,4,0,0.0,0
1,1,45,0,1,468,1,1,1,4,1,1,4,1,2,1,3,1,3,1,0,0.0,0
1,0,65,1,1,862,4,5,4,3,3,4,3,3,4,3,4,4,1,3,3,0.0,0
0,0,54,0,0,2372,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0,1
1,0,55,0,0,2728,2,1,1,1,2,4,4,2,2,2,2,4,2,3,0,33.0,0
1,0,24,1,1,370,3,0,3,3,5,3,5,5,5,2,5,5,4,5,72,57.0,0
1,1,60,0,0,1372,2,2,2,1,5,2,4,5,5,2,5,5,4,5,18,0.0,0
1,0,39,1,1,670,2,4,2,2,3,2,3,3,5,5,5,5,5,3,0,0.0,0
1,0,50,1,1,306,3,2,3,4,5,3,3,5,4,5,3,1,3,5,0,0.0,0
0,0,69,1,1,177,4,5,4,3,4,4,5,2,2,4,2,3,2,5,0,0.0,0
1,0,9,0,2,2039,2,2,2,2,2,2,3,2,4,1,3,3,3,2,7,0.0,0
0,1,24,0,0,731,0,0,0,3,1,0,1,1,3,4,5,3,4,1,10,19.0,1
1,1,57,0,2,191,2,2,2,4,4,2,4,4,3,5,4,2,2,4,14,14.0,0
1,0,66,1,1,214,3,2,3,3,2,3,2,2,2,4,2,1,3,2,0,0.0,0
1,0,40,0,1,164,2,5,5,5,2,2,2,2,2,1,3,1,4,2,98,111.0,0
0,0,20,0,0,3618,2,3,3,3,3,2,2,3,3,1,3,4,4,3,0,0.0,0
0,1,19,0,1,740,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0,0.0,0
1,0,12,1,1,409,2,5,2,3,2,2,2,2,3,2,4,3,5,2,0,0.0,0
0,0,42,1,1,2475,2,1,2,3,4,2,4,2,2,2,2,4,2,2,0,0.0,0
1,0,24,0,1,1546,4,3,3,3,4,4,5,4,2,4,2,3,1,4,0,0.0,1
1,0,40,0,0,404,4,4,4,4,1,4,5,4,4,4,4,5,4,1,6,11.0,1
0,0,21,0,0,534,3,3,4,3,3,3,3,3,2,3,3,4,2,3,29,23.0,0
1,1,33,0,1,433,1,4,1,1,1,1,1,1,5,5,5,3,5,1,0,2.0,0
1,1,45,0,0,304,2,1,1,4,2,2,2,2,4,4,4,3,4,2,0,0.0,0
0,0,51,1,1,391,4,5,2,2,4,5,5,5,5,2,5,3,5,5,0,0.0,1
0,0,14,0,0,2300,4,5,5,5,4,4,4,3,3,3,3,4,4,4,0,12.0,0
0,0,62,1,1,577,3,5,3,3,3,4,4,2,2,3,4,3,2,3,9,13.0,0
1,1,26,0,0,1075,4,4,4,2,2,4,3,2,5,5,4,1,3,2,25,7.0,1
0,0,29,0,0,1670,4,2,2,2,4,4,4,4,4,3,1,4,2,4,65,37.0,0
1,0,34,0,0,488,3,4,4,4,5,3,3,3,3,3,3,2,3,4,0,0.0,0
1,0,57,0,0,1995,3,3,3,3,3,3,5,4,4,4,4,4,4,5,0,0.0,1
1,0,24,1,1,920,3,4,3,4,3,3,3,3,5,4,5,3,4,3,0,4.0,0
1,1,27,0,1,899,1,1,1,4,5,1,5,5,2,5,4,2,4,5,0,0.0,0
0,0,36,0,0,896,5,4,5,5,3,5,5,5,5,5,5,3,5,1,91,85.0,1
1,0,58,1,0,248,3,2,3,3,4,3,3,5,5,3,5,1,5,3,20,19.0,0
1,1,38,0,0,578,2,2,2,3,4,2,4,4,3,5,4,3,5,4,0,0.0,0
1,1,33,0,0,370,3,4,4,2,3,4,3,3,4,3,5,3,5,3,41,76.0,0
0,0,7,1,2,130,2,3,2,4,5,2,5,5,3,4,3,3,4,5,16,20.0,0
0,0,29,0,0,2565,2,2,1,2,5,4,5,5,3,5,5,3,4,5,0,0.0,1
1,1,39,0,0,2640,1,1,1,1,1,3,3,3,1,5,2,3,4,3,2,0.0,0
0,1,37,0,1,1048,3,3,3,4,1,3,1,1,1,5,3,1,4,1,0,0.0,0
1,0,12,1,1,226,2,5,2,3,1,2,1,1,5,3,4,5,5,1,0,0.0,0
1,0,53,1,2,908,0,5,0,2,2,0,2,2,1,3,5,3,5,2,2,0.0,1
1,0,37,0,0,239,1,1,4,1,3,4,5,4,4,4,4,4,4,5,3,12.0,1
0,0,44,1,1,259,5,1,5,3,3,3,4,5,5,5,5,2,5,3,0,0.0,1
1,0,8,1,1,271,3,3,3,2,5,3,5,5,1,5,1,2,1,5,10,5.0,0
1,1,25,0,0,143,2,1,2,2,3,2,3,3,3,2,3,1,3,3,0,0.0,0
0,0,49,0,0,1916,5,5,3,5,3,4,5,4,4,5,4,5,4,3,0,0.0,1
1,0,42,1,1,1056,4,5,4,3,4,4,4,4,4,1,3,4,1,4,16,27.0,0
1,0,48,0,0,1562,3,3,1,3,3,5,5,5,5,5,5,5,5,5,50,59.0,1
0,1,24,0,1,315,3,1,3,3,5,3,5,5,3,3,3,3,3,5,73,109.0,0
1,0,31,0,0,2316,1,0,0,3,4,0,4,4,4,2,3,1,3,4,0,0.0,0
1,0,14,1,1,416,3,4,3,4,3,1,1,4,3,4,3,1,3,1,177,159.0,0
1,0,47,0,0,153,0,4,0,1,4,5,1,5,5,5,5,1,5,3,0,0.0,1
1,0,66,1,1,451,1,5,1,4,4,1,3,4,1,1,3,1,2,4,13,21.0,0
1,0,32,1,1,733,4,3,4,4,1,4,1,1,2,1,5,1,2,1,0,0.0,0
0,1,50,0,1,528,3,0,3,4,2,3,3,2,3,4,2,4,1,2,0,0.0,0
1,0,17,1,1,547,2,4,2,3,2,2,2,2,3,2,5,4,4,2,19,2.0,0
1,1,25,0,1,742,2,2,2,4,3,2,3,3,3,2,2,4,3,3,4,0.0,0
0,0,33,0,0,2577,2,3,3,3,4,2,2,2,2,2,2,1,2,2,10,20.0,0
0,1,22,0,1,222,3,0,3,1,5,3,5,5,1,5,3,1,2,5,0,0.0,0
1,1,37,0,0,468,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0.0,1
1,0,16,1,1,1020,5,0,5,3,5,5,5,5,1,4,3,4,2,5,7,13.0,1
0,0,35,0,0,599,3,3,1,3,2,2,3,4,4,4,4,1,4,5,0,0.0,1
1,0,44,0,0,834,3,4,3,3,3,4,5,5,5,5,5,4,5,3,41,36.0,1
1,0,23,1,0,342,3,4,4,4,1,4,1,1,5,3,5,5,4,1,0,0.0,0
1,0,69,1,0,1709,2,2,2,4,3,3,3,4,4,2,4,1,4,2,0,0.0,0
1,0,30,0,0,3122,2,2,2,2,4,4,4,4,4,5,4,3,5,4,0,0.0,1
0,0,14,1,1,413,2,1,2,3,5,2,5,5,4,1,3,3,3,5,0,0.0,0
1,0,43,1,1,728,2,5,2,5,4,2,5,4,2,1,1,3,4,4,0,0.0,0
0,0,45,0,1,516,2,3,3,3,1,4,4,2,2,2,2,1,2,4,21,15.0,0
0,0,52,0,1,549,4,4,4,4,2,3,3,4,4,4,4,5,4,3,9,11.0,1
1,0,33,0,1,236,4,4,4,4,4,4,4,4,2,3,2,5,4,4,0,14.0,1
1,0,47,0,0,1575,5,5,5,5,3,5,5,5,5,5,5,4,5,4,0,0.0,1
0,0,50,0,0,397,4,4,4,4,5,4,5,4,4,4,4,5,4,4,29,29.0,1
0,0,25,0,0,646,1,1,1,1,4,4,4,4,4,3,5,4,4,4,77,76.0,1
1,0,18,1,1,460,4,5,4,2,3,4,3,3,2,4,5,2,5,3,0,0.0,0
1,0,51,0,0,3683,3,3,5,3,1,4,2,4,4,4,3,3,4,2,0,0.0,1
1,0,52,0,0,3227,4,4,4,4,3,5,4,4,4,5,4,3,4,3,0,0.0,1
1,0,9,1,1,270,3,0,3,2,4,3,4,4,4,2,5,5,4,4,13,6.0,0
0,0,42,1,2,986,1,4,2,2,1,5,3,3,3,2,3,3,3,2,23,14.0,0
1,0,52,0,0,3907,1,1,5,1,4,4,5,4,4,4,4,5,4,4,0,0.0,1
0,0,46,0,0,250,3,3,3,3,4,4,4,4,4,4,4,3,4,5,0,0.0,1
0,1,33,0,1,413,1,4,1,4,5,1,5,5,1,3,4,4,3,5,4,12.0,0
1,0,58,0,2,163,4,5,3,3,3,4,3,3,4,2,1,4,3,3,0,0.0,1
0,0,9,1,1,646,5,4,5,1,1,5,1,1,4,5,4,3,3,1,1,0.0,1
0,0,62,1,1,391,3,5,3,1,3,4,4,4,4,5,5,4,4,4,147,137.0,0
0,0,30,0,0,484,2,2,2,2,4,4,4,4,4,2,4,1,2,4,1,0.0,1
1,0,48,1,1,419,3,4,3,3,2,3,2,2,4,5,3,4,2,2,0,22.0,0
1,0,50,0,0,1597,4,4,4,4,4,3,5,4,4,4,4,5,4,3,0,0.0,1
0,0,11,1,0,1521,4,1,4,4,4,4,4,4,2,1,3,3,4,4,0,11.0,1
1,0,48,0,0,2121,3,3,3,3,4,4,4,4,4,4,4,3,4,4,8,8.0,1
0,0,60,0,1,1399,2,5,5,5,4,3,4,2,2,2,2,4,2,3,0,0.0,0
0,1,33,0,1,404,4,1,4,3,3,4,3,3,4,5,4,3,3,3,0,0.0,0
0,0,30,0,0,1501,1,5,5,5,1,1,1,1,1,1,1,1,2,1,0,0.0,0
0,1,11,0,1,529,4,3,4,4,4,4,4,4,4,5,4,4,4,4,15,15.0,0
1,0,58,0,0,2958,3,4,4,4,2,4,3,3,3,3,3,2,3,4,29,40.0,0
1,0,49,0,2,369,2,1,1,1,2,2,2,2,1,4,3,3,2,2,0,0.0,0
1,1,49,0,0,1506,2,2,2,4,3,2,3,3,4,2,5,5,4,3,14,0.0,0
0,1,29,0,1,214,3,1,3,1,3,3,3,3,5,2,2,3,4,3,152,153.0,0
1,0,37,1,1,547,3,5,3,3,3,4,1,5,4,4,4,1,4,1,289,279.0,0
0,0,46,0,1,209,5,3,3,3,5,2,4,5,5,5,5,2,5,5,32,38.0,1
1,0,60,0,0,141,2,1,4,1,4,2,2,3,3,3,2,2,3,3,0,6.0,0
0,0,20,0,0,1797,5,5,5,5,5,5,5,5,4,3,3,5,4,5,0,3.0,1
1,0,34,1,1,1608,3,5,3,3,1,3,2,1,3,3,3,5,4,1,0,0.0,0
1,0,54,0,0,503,4,4,4,4,5,4,4,3,3,3,3,4,3,3,0,3.0,1
0,0,57,1,1,1013,1,1,1,2,5,3,2,2,2,1,2,1,2,3,35,60.0,0
0,0,30,1,1,369,2,2,2,3,5,2,5,5,3,1,3,4,4,5,76,81.0,0
0,1,22,0,1,416,1,2,1,4,1,1,1,1,4,2,4,1,4,1,0,0.0,0
0,1,21,0,1,250,2,3,2,2,5,2,5,5,4,2,5,3,2,5,2,0.0,0
0,0,32,0,0,3282,5,5,4,5,5,5,5,5,5,5,5,3,4,5,11,5.0,1
1,1,39,0,1,895,3,3,3,4,1,3,1,1,2,1,1,2,4,1,57,67.0,0
1,1,74,0,1,449,4,0,4,3,3,4,3,3,2,1,4,1,4,3,2,68.0,0
0,0,51,0,0,349,1,1,1,1,4,5,5,4,4,5,4,4,4,3,10,0.0,1
1,0,54,1,0,2565,1,4,2,4,2,3,5,3,5,5,5,5,5,5,0,0.0,0
1,0,38,1,1,820,2,2,2,4,5,2,5,5,3,4,3,4,3,5,0,0.0,0
0,0,13,1,1,1773,3,3,4,2,5,4,1,5,1,5,5,2,2,5,11,0.0,0
0,0,58,0,0,2354,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0,1
0,0,44,0,0,2867,3,4,4,4,2,3,4,3,3,3,3,4,3,3,40,56.0,0
1,0,66,1,1,353,3,2,3,4,2,3,2,2,2,2,4,2,4,2,0,0.0,0
1,0,35,0,0,1979,1,1,4,1,4,3,4,1,1,1,1,3,1,2,0,0.0,0
1,1,45,0,0,1121,3,3,3,3,4,3,4,4,4,2,3,5,2,4,0,26.0,0
0,0,51,0,0,1076,5,5,4,5,3,4,5,3,3,4,3,5,3,3,11,0.0,1
0,0,43,0,0,3267,3,3,3,3,1,3,3,3,3,3,3,4,3,4,29,22.0,0
1,0,55,0,0,1540,3,3,4,4,2,3,4,3,3,3,3,1,3,1,0,19.0,0
0,0,41,0,0,3852,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0,1
1,1,26,0,1,296,2,2,2,3,3,2,3,3,3,1,4,3,3,3,2,0.0,0
0,0,39,0,0,1249,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0.0,1
0,0,53,0,0,760,4,2,4,4,4,4,4,5,5,5,5,5,5,3,0,0.0,1
1,0,49,0,0,387,1,2,2,2,1,3,3,1,1,1,1,1,1,2,0,0.0,0
0,0,17,1,1,1674,1,4,1,5,5,1,5,5,3,3,3,5,2,5,41,40.0,0
0,0,59,1,1,715,1,4,1,4,4,3,3,2,2,1,2,3,2,4,0,0.0,0
0,0,58,0,0,489,1,1,1,1,4,4,3,1,1,1,1,2,1,1,0,30.0,0
0,0,41,1,1,783,1,5,1,2,2,1,2,2,3,4,4,3,4,2,0,0.0,0
1,0,59,0,0,2349,5,5,5,5,3,5,4,5,5,5,5,5,5,3,47,77.0,1
0,0,39,0,1,109,5,5,5,5,5,5,5,5,1,2,4,2,4,5,0,0.0,1
1,0,55,1,2,2677,3,4,3,3,3,3,3,1,3,3,1,3,2,3,0,12.0,0
0,1,49,0,1,1105,4,4,4,3,5,4,1,5,4,3,3,4,4,5,0,0.0,0
1,0,50,0,0,2417,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0.0,1
0,0,27,0,0,89,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0.0,1
0,0,21,0,1,604,2,4,4,4,2,2,4,2,4,3,4,4,3,2,0,11.0,0
0,0,59,0,0,1789,1,1,3,1,5,5,4,4,4,4,4,5,4,5,13,9.0,1
1,0,60,1,1,294,2,4,2,4,2,2,2,2,5,5,4,3,5,2,0,0.0,0
1,0,34,0,1,251,1,3,3,3,1,1,1,1,1,1,1,2,4,1,0,0.0,0
0,0,49,0,0,3108,3,3,3,3,5,3,3,4,4,4,4,5,4,3,0,0.0,1
1,0,39,0,0,2069,2,2,4,2,5,5,5,2,5,1,3,5,5,5,206,219.0,1
0,0,22,0,1,594,4,1,1,1,4,4,5,4,3,1,2,5,3,4,36,23.0,1
1,0,23,0,1,1721,4,5,5,5,4,4,3,4,5,5,5,3,2,4,2,0.0,1
1,0,36,1,1,591,3,4,3,3,2,3,2,2,3,4,4,3,4,2,18,5.0,0
0,0,37,0,0,628,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,0.0,1
0,0,26,0,0,1744,3,3,3,3,5,5,5,5,3,1,1,4,5,5,5,0.0,1
1,0,43,0,0,3144,2,3,3,3,3,4,3,2,2,2,2,3,2,2,5,4.0,0
1,0,19,1,0,1313,2,5,2,1,4,2,4,4,4,5,5,5,5,4,0,0.0,0
1,1,25,0,0,631,5,0,4,4,2,4,4,2,4,4,5,5,4,2,0,0.0,1
1,0,29,1,1,456,5,3,5,4,5,5,2,5,2,3,4,1,4,5,14,53.0,1
0,0,33,1,1,501,3,5,3,4,2,3,2,2,5,4,5,4,5,2,4,0.0,0
1,0,59,1,1,522,3,5,3,3,3,3,3,3,4,4,4,3,5,3,5,0.0,0
0,0,52,0,0,1677,1,1,1,1,2,4,4,4,4,4,4,3,4,3,20,13.0,1
0,0,38,1,1,109,4,3,4,4,5,4,5,5,1,1,4,5,1,5,0,2.0,1
0,0,57,0,0,356,2,2,2,2,4,4,4,4,4,4,4,5,4,4,0,0.0,1
1,0,44,0,0,761,3,3,3,3,5,4,4,5,5,5,5,4,5,5,40,25.0,1
0,0,7,1,1,261,3,1,3,2,2,3,2,2,1,1,2,2,3,2,0,0.0,0
0,0,28,1,1,332,3,4,3,4,3,3,1,3,2,2,4,2,4,3,97,123.0,0
1,0,47,1,1,181,3,5,3,3,5,3,1,5,5,4,5,3,5,5,9,0.0,0
0,0,59,0,0,802,2,2,2,2,2,5,5,5,5,5,5,5,5,3,5,0.0,1
0,1,22,0,1,2442,2,2,2,3,2,5,5,2,3,3,4,5,3,5,2,14.0,0
1,0,31,0,0,2342,1,1,1,1,4,4,4,4,3,2,4,3,4,4,8,11.0,1
0,1,20,0,1,268,2,0,2,3,3,2,1,3,1,4,4,1,4,3,0,0.0,0
1,0,45,0,2,376,4,2,2,2,4,4,4,4,3,4,2,5,4,4,0,4.0,1
0,0,39,0,1,406,4,5,3,5,4,4,4,4,3,1,2,4,2,4,23,57.0,0
1,0,54,0,0,1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55.0,1
0,0,16,0,0,2402,2,2,2,2,5,5,5,5,4,2,5,3,4,5,0,0.0,1
0,0,56,1,1,945,2,2,2,4,5,4,4,2,2,2,2,4,2,2,7,0.0,0
1,0,49,1,1,746,2,3,2,2,4,2,5,4,3,2,3,4,3,4,0,0.0,0
0,0,48,0,0,3936,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0,1
0,1,21,0,1,109,4,5,5,4,3,5,3,3,3,4,1,4,5,3,34,35.0,0
1,0,48,0,0,229,5,5,5,5,5,4,5,4,4,4,4,5,4,3,24,5.0,1
1,0,67,1,1,181,3,2,0,3,2,0,2,2,3,2,3,2,4,2,0,0.0,0
0,0,65,0,0,241,4,2,2,2,5,3,4,4,4,4,4,3,4,4,0,0.0,0
0,0,38,0,0,1211,5,5,5,5,5,3,5,4,4,4,4,1,4,1,0,0.0,1
1,1,40,0,1,639,1,3,1,1,4,1,4,4,2,4,1,2,1,4,0,0.0,0
0,0,35,1,1,224,2,4,2,3,1,2,1,1,4,3,5,3,5,1,0,0.0,0
1,0,46,0,1,599,4,5,5,5,4,4,4,4,5,5,3,1,1,4,0,0.0,1
1,0,60,0,0,1851,3,3,3,3,2,5,3,5,5,5,5,2,5,2,0,0.0,1
1,0,40,1,1,1542,4,4,3,4,3,3,3,3,5,5,4,5,4,3,0,0.0,0
1,0,48,0,0,733,3,3,3,3,2,5,5,4,4,4,4,4,4,3,0,0.0,1
1,0,52,0,1,403,5,2,2,2,5,5,5,5,3,1,4,2,3,5,0,0.0,1
1,0,32,0,0,1589,5,5,5,5,4,4,4,4,4,3,3,5,5,4,0,0.0,1
0,1,40,0,0,554,3,3,3,2,5,3,5,5,3,5,5,5,4,5,18,5.0,0
1,0,13,1,1,588,5,4,5,2,2,4,2,2,5,2,5,5,4,2,0,0.0,1
0,1,20,0,1,972,2,2,2,3,3,2,5,3,1,2,4,4,3,3,0,0.0,0
0,0,59,1,1,483,2,1,2,4,4,4,3,2,2,2,2,4,2,3,103,102.0,0
1,1,23,0,1,158,2,4,2,3,2,2,2,2,2,4,4,4,4,2,93,102.0,0
1,0,37,1,1,173,3,4,3,3,3,3,3,3,4,2,3,1,3,3,93,99.0,0
1,0,39,0,0,1180,5,5,5,5,2,4,4,5,5,5,5,4,5,3,14,2.0,1
1,0,18,1,1,391,3,4,3,3,5,3,5,5,4,3,5,3,4,5,0,0.0,0
0,0,65,1,1,581,4,4,4,2,4,4,4,1,1,4,1,4,1,5,1,3.0,0
1,1,40,0,1,1410,3,3,3,2,5,3,5,5,3,3,4,4,4,5,1,0.0,0
0,0,44,0,0,1400,1,1,5,1,5,5,5,4,4,4,4,4,4,4,0,0.0,1
0,0,25,1,1,1947,3,5,3,3,3,3,3,3,3,5,3,3,4,3,6,10.0,0
0,0,43,0,1,355,3,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0.0,0
0,0,38,1,1,562,2,1,2,2,5,2,4,5,3,3,2,1,3,5,0,6.0,0
1,0,49,0,0,1728,1,1,4,1,2,5,4,5,5,5,5,4,5,5,51,33.0,1
1,1,39,0,1,1258,1,1,1,4,4,1,4,4,3,3,3,4,3,4,18,17.0,0
0,1,25,0,0,2248,3,0,3,1,3,1,1,3,2,5,5,1,3,1,28,55.0,0
0,1,21,0,1,159,1,0,1,1,4,1,4,4,5,4,5,5,4,4,4,0.0,0
0,0,33,0,0,1587,2,2,2,2,5,3,5,4,4,4,4,3,4,4,0,0.0,1
1,0,60,0,0,2877,5,5,5,5,4,4,5,4,4,4,4,5,4,3,12,31.0,1
0,1,25,0,1,192,1,3,1,3,5,1,5,5,4,3,2,1,2,5,0,0.0,0
0,0,45,0,0,837,1,1,1,1,2,5,5,4,4,4,4,5,4,4,6,2.0,1
0,0,47,1,1,101,4,3,4,3,1,4,3,4,4,4,4,1,4,5,0,0.0,0
0,0,36,0,0,2920,1,1,1,1,5,3,1,5,5,5,5,3,5,4,0,18.0,1
0,1,23,0,1,133,3,2,3,4,1,3,1,1,2,4,3,2,4,1,0,0.0,0
1,0,32,1,1,2586,3,2,3,3,3,3,3,1,3,4,4,3,3,3,7,6.0,0
1,1,25,0,0,1235,5,5,5,3,4,5,1,4,3,2,5,3,4,4,10,0.0,1
1,1,23,0,1,980,1,1,1,1,2,1,2,2,3,5,5,4,5,2,18,13.0,0
1,0,42,1,1,809,1,4,1,3,5,1,5,5,3,3,3,3,4,5,66,52.0,0
0,0,34,0,1,199,0,0,0,4,5,0,5,5,3,5,1,4,4,5,0,0.0,1
1,1,24,0,1,370,1,2,0,4,4,0,4,4,1,2,3,2,3,4,0,4.0,0
1,0,40,0,0,1773,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0.0,1
0,0,25,0,0,2454,1,1,5,1,5,5,5,5,4,3,3,5,5,5,0,0.0,1
1,0,39,0,0,1162,1,1,1,1,3,4,4,3,3,3,3,5,3,4,0,0.0,1
1,0,31,1,1,508,1,1,4,3,5,4,5,5,2,3,4,3,4,5,0,0.0,0
1,0,60,1,0,641,2,4,2,4,4,5,5,4,4,2,1,4,4,3,0,0.0,0
0,0,55,0,0,2704,2,1,1,1,5,4,4,2,2,2,2,2,2,1,2,2.0,0
1,1,22,0,1,546,2,4,2,3,5,2,5,5,5,2,4,4,5,5,0,0.0,0
1,0,46,0,0,427,3,3,3,3,1,3,1,4,4,4,4,2,4,2,25,26.0,1
0,0,51,0,1,666,2,2,2,2,2,4,4,2,2,2,2,4,2,2,24,16.0,0
1,1,21,0,1,1236,1,1,1,2,5,1,5,5,5,2,3,4,4,5,11,0.0,0
1,1,62,0,1,758,2,2,2,4,2,2,2,2,4,2,4,4,4,2,11,12.0,0
1,0,55,1,0,371,1,1,1,2,3,1,2,1,1,1,1,3,1,2,0,0.0,0
0,0,45,0,0,590,4,4,4,4,3,4,4,3,3,4,3,4,3,3,0,0.0,1
0,0,11,1,1,402,4,5,4,4,2,4,4,2,4,3,4,5,5,2,0,4.0,0
0,0,47,0,2,245,5,3,2,3,2,5,3,5,5,5,5,4,5,2,0,0.0,1
1,0,68,1,0,989,4,4,4,4,3,5,4,4,4,4,4,5,4,5,24,24.0,0
0,0,42,1,1,843,3,4,3,3,3,5,2,2,2,3,2,1,2,5,0,0.0,0
1,0,44,1,1,216,1,5,1,5,5,1,5,5,3,2,5,3,4,5,7,15.0,0
1,1,35,0,1,1558,3,3,3,4,4,3,4,4,3,3,4,3,4,4,15,30.0,0
0,0,49,1,1,606,5,1,5,3,2,4,3,2,2,5,2,3,2,2,0,0.0,1
1,0,53,0,0,1522,4,4,4,4,2,4,4,5,5,5,5,4,5,4,0,0.0,1
1,0,43,1,1,425,2,0,4,2,2,4,2,2,4,2,5,4,5,2,0,0.0,0
0,1,40,0,0,458,3,3,3,1,3,3,3,3,5,5,4,4,5,3,0,0.0,0
1,0,30,1,2,413,2,5,2,2,4,2,3,4,4,3,4,4,4,4,0,11.0,0
1,0,27,0,0,2358,3,3,3,3,3,3,3,3,3,4,3,1,4,3,0,0.0,1
1,0,25,1,1,930,2,4,2,3,2,2,1,2,5,2,4,5,4,2,3,22.0,0
0,0,37,0,2,271,3,5,1,1,3,3,3,4,5,4,4,3,3,3,222,220.0,0
1,0,33,1,1,1044,3,3,3,4,5,3,4,5,4,3,3,5,1,5,0,17.0,0
0,0,50,0,0,628,4,4,5,4,2,5,5,4,4,4,4,3,4,3,9,17.0,1
1,0,10,0,0,1129,5,5,3,5,5,5,5,5,3,5,4,3,5,5,4,1.0,1
