39, State-gov,77516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States,target
39,2,255027,8,11,0,3,4,2,0,0,0,40,38,0
53,2,288353,9,13,2,3,0,4,1,0,0,40,38,1
24,2,157894,15,10,4,5,3,2,1,0,0,40,38,0
38,2,27408,11,9,0,2,4,4,1,0,0,50,38,0
55,2,172666,15,10,2,2,0,4,1,0,0,40,38,1
20,2,275385,11,9,4,5,2,4,1,0,0,45,38,0
18,2,186954,1,7,4,7,3,4,0,0,0,20,38,0
23,5,173945,9,13,4,9,3,4,0,0,0,27,38,0
19,2,200136,15,10,4,11,3,4,0,0,0,20,38,0
23,2,394612,9,13,4,12,3,2,1,0,0,40,38,0
34,2,135785,9,13,4,9,1,4,0,0,0,36,38,0
24,2,107882,11,9,4,11,1,4,0,0,0,40,38,0
37,2,186934,11,9,2,11,0,4,1,15024,0,60,38,1
27,2,219863,11,9,2,13,0,4,1,0,0,40,38,0
19,2,574271,15,10,4,11,3,4,1,0,0,35,38,0
26,2,152035,11,9,4,0,3,4,0,0,0,40,38,0
17,2,99175,1,7,4,7,1,4,0,0,0,20,38,0
32,2,204374,11,9,0,5,1,4,1,0,0,40,38,0
49,2,185385,12,14,2,9,0,4,1,0,0,50,38,1
32,5,77723,9,13,0,3,1,1,0,0,0,40,38,0
35,2,397307,12,14,4,3,1,4,0,0,0,55,38,0
40,2,90222,15,10,4,11,1,4,0,0,0,40,38,0
33,5,425785,8,11,2,9,0,4,1,0,0,40,38,0
61,2,197286,5,4,2,6,0,4,1,0,0,40,38,0
18,2,177648,11,9,4,11,3,4,0,0,0,25,38,0
29,2,82393,11,9,2,7,3,1,1,0,0,25,29,0
52,5,334273,7,12,2,11,0,4,1,0,0,40,38,1
20,2,51816,11,9,4,10,3,2,1,0,0,40,38,0
23,2,161708,7,12,4,7,3,4,0,0,0,20,38,0
44,5,296326,9,13,4,0,1,4,1,0,0,40,38,0
31,4,340880,9,13,2,11,0,4,1,0,0,48,38,0
58,2,222247,0,6,2,13,0,4,1,0,1887,40,38,1
38,2,99233,14,15,4,3,1,4,1,0,0,40,38,1
35,2,312232,11,9,5,2,1,4,1,0,0,50,38,0
36,2,206521,11,9,4,6,1,4,1,0,0,40,38,0
41,2,187322,11,9,2,6,0,4,1,0,0,48,38,0
20,2,217467,15,10,4,2,3,4,1,0,0,40,38,0
42,2,282964,9,13,0,3,4,4,0,0,0,40,38,0
43,2,421837,15,10,2,6,0,4,1,0,0,40,25,0
44,2,192225,9,13,2,3,0,4,1,0,0,40,38,1
35,2,210945,11,9,2,5,0,4,1,0,0,50,38,0
30,2,141118,8,11,4,0,1,4,0,0,0,40,38,0
19,2,148392,11,9,4,0,3,4,1,0,0,30,38,0
33,1,183923,12,14,2,9,5,4,0,7688,0,35,38,1
23,2,202284,9,13,4,11,3,4,1,0,0,20,38,0
35,2,184117,9,13,4,0,3,4,0,0,0,40,38,0
29,2,188401,11,9,0,4,1,4,1,0,0,40,38,0
49,2,83610,9,13,2,3,0,4,1,7688,0,66,38,1
22,2,205604,4,3,4,6,1,4,1,0,0,30,25,0
35,2,253006,15,10,2,9,0,4,1,7688,0,38,38,1
51,2,255412,9,13,2,3,0,4,1,0,0,50,9,1
51,2,68882,3,2,6,7,4,4,0,0,0,35,31,0
37,2,193689,8,11,2,6,0,4,1,0,0,42,38,1
32,2,262153,11,9,2,6,0,4,1,0,0,40,38,0
28,2,175262,15,10,2,5,0,2,1,0,0,40,25,0
59,4,83542,7,12,0,12,1,4,1,0,0,40,38,0
55,1,88856,5,4,4,7,4,2,0,0,0,40,38,0
42,2,44402,9,13,2,11,0,4,1,0,0,60,38,0
57,3,412952,15,10,2,9,0,4,1,0,0,40,38,0
22,2,97508,11,9,4,7,3,4,1,0,0,50,38,0
58,2,252419,1,7,2,13,0,4,1,0,0,50,38,0
36,2,192614,11,9,0,6,1,4,1,0,0,56,38,0
74,4,92298,9,13,2,3,0,4,1,0,0,10,38,0
20,2,210781,15,10,4,0,3,4,0,0,0,20,38,0
35,4,181705,11,9,2,2,0,4,1,3103,0,40,38,1
37,1,312232,9,13,2,10,0,4,1,5178,0,40,38,1
45,2,123283,11,9,5,6,4,2,0,0,0,15,38,0
42,2,111949,11,9,2,0,5,4,0,0,0,35,38,0
36,2,250807,1,7,4,2,1,2,0,0,0,40,38,0
43,4,101534,15,10,2,3,0,4,1,0,1902,15,38,1
18,2,89478,15,10,4,11,3,4,0,0,0,20,38,0
18,2,120029,15,10,4,0,2,4,0,0,0,20,38,0
40,4,165815,15,10,4,2,3,4,1,0,0,40,38,0
57,2,210496,0,6,6,7,4,4,0,0,0,40,38,0
34,2,176648,11,9,0,0,1,2,1,0,0,42,38,0
21,2,434102,15,10,4,0,1,4,0,0,0,40,38,0
45,2,348854,15,10,5,0,4,4,0,0,0,27,38,0
33,0,193246,9,13,2,0,0,4,1,0,0,42,38,1
55,0,264834,9,13,4,9,1,4,0,0,0,40,38,0
63,4,167501,15,10,2,9,5,4,0,20051,0,10,38,1
45,1,192684,15,10,0,0,4,2,0,0,0,38,38,0
38,4,409189,5,4,2,11,0,4,1,0,0,40,25,0
38,1,287658,12,14,0,9,1,2,1,0,0,40,22,0
36,5,422275,4,3,2,7,0,4,1,0,0,40,25,0
60,2,206339,11,9,2,7,0,4,1,0,0,40,38,0
20,2,309580,11,9,4,0,3,4,1,0,0,40,38,0
70,2,195739,0,6,6,2,4,4,1,0,0,45,38,0
57,0,140711,9,13,2,9,0,4,1,0,0,40,38,1
50,2,161438,11,9,2,3,0,4,1,0,0,50,38,1
39,2,176186,15,10,2,4,0,4,1,0,0,50,38,1
41,0,187462,8,11,0,0,3,2,0,0,0,40,38,0
47,3,337050,15,10,2,4,0,4,1,0,0,40,38,0
49,2,209057,15,10,0,12,1,4,1,0,0,40,38,0
37,4,180477,11,9,2,2,0,4,1,0,0,47,38,0
42,2,42907,11,9,0,6,4,4,1,0,0,48,38,0
31,2,137681,15,10,2,7,0,4,1,0,0,40,38,0
52,2,204226,11,9,0,11,1,4,1,0,0,45,38,0
38,2,278557,9,13,2,11,0,4,1,0,0,50,38,1
29,2,50295,15,10,2,3,0,4,1,0,0,48,38,0
23,2,227594,9,13,4,9,3,4,0,0,0,38,38,0
28,2,183885,11,9,4,7,3,4,1,0,0,30,38,0
28,2,212563,15,10,0,6,4,2,0,0,0,25,38,0
40,2,271393,7,12,0,3,1,4,0,0,0,40,38,0
65,6,27012,5,4,6,4,4,4,0,0,0,50,38,0
17,2,56986,2,8,4,11,3,4,0,0,0,18,38,0
43,2,91959,9,13,2,3,0,4,1,0,0,45,38,1
33,2,240763,15,10,2,6,0,2,1,0,0,40,38,0
27,2,278122,11,9,4,13,3,4,1,0,0,40,38,0
26,2,73689,11,9,2,4,0,4,1,0,0,55,38,0
30,2,398827,11,9,1,0,0,4,1,0,0,60,38,0
23,2,201680,2,8,2,2,0,4,1,0,0,40,38,0
52,0,290856,9,13,2,9,0,4,1,0,0,40,38,1
62,2,205643,14,15,2,2,0,4,1,0,0,45,38,1
40,1,180123,11,9,3,4,3,2,1,0,0,40,38,0
19,2,127491,11,9,4,7,1,4,1,0,0,40,38,0
38,0,172571,15,10,0,0,1,4,1,0,0,40,38,1
33,2,245659,15,10,5,7,4,4,0,0,0,38,7,0
22,5,232742,15,10,4,0,4,2,0,0,0,40,38,0
28,2,129882,15,10,4,0,4,2,0,0,0,40,38,0
24,2,165054,8,11,2,2,0,4,1,0,0,40,38,0
66,4,174995,7,12,2,2,0,4,1,2290,0,30,17,0
34,2,181091,11,9,2,2,0,4,1,7688,0,40,38,1
45,2,189890,7,12,0,9,4,4,0,5455,0,38,38,0
35,2,270059,15,10,0,11,4,4,0,0,0,30,38,0
18,2,335665,1,7,4,7,2,2,0,0,0,24,38,0
58,1,34878,9,13,0,9,1,4,0,0,0,50,38,0
25,2,397962,11,9,4,0,2,2,0,0,0,40,38,0
41,2,469454,15,10,2,2,0,4,1,0,0,40,38,0
38,2,165930,11,9,2,2,0,4,1,0,0,40,38,0
45,2,118889,8,11,2,2,0,4,1,0,0,40,38,0
41,2,304906,9,13,2,3,0,4,1,0,0,40,38,1
26,2,214637,11,9,0,7,4,4,0,0,0,35,38,0
27,2,214858,9,13,4,11,3,4,1,0,0,40,38,0
35,2,589809,15,10,4,3,1,4,1,13550,0,60,38,1
41,2,116825,12,14,2,9,0,4,1,0,0,55,38,1
23,2,193586,15,10,4,0,3,4,0,0,0,25,38,0
43,4,243432,11,9,2,2,0,4,1,0,0,60,38,0
44,4,109684,12,14,0,3,4,4,0,0,0,40,38,0
20,2,41356,15,10,4,9,1,4,0,0,0,40,38,0
19,2,320014,15,10,4,7,3,4,1,0,0,25,38,0
34,1,106169,12,14,0,9,1,4,0,0,0,50,38,0
65,2,93318,15,10,2,3,5,4,0,0,0,45,38,0
57,1,174132,12,14,2,9,5,2,0,0,1977,40,38,1
42,2,184837,11,9,2,6,5,4,0,7298,0,40,38,1
45,4,149218,9,13,2,4,0,4,1,0,0,77,38,0
43,2,144371,11,9,2,5,0,4,1,0,0,42,38,1
33,2,231413,9,13,2,9,0,4,1,0,0,40,38,0
25,2,154941,9,13,2,11,0,4,1,0,0,40,38,1
44,1,56651,9,13,2,3,0,4,1,0,0,52,38,0
37,2,187311,15,10,4,0,1,4,0,0,0,60,38,0
50,2,185407,8,11,2,12,0,4,1,0,0,38,38,1
50,2,92079,15,10,2,12,0,4,1,0,0,45,38,1
21,2,184568,11,9,4,6,1,4,1,0,0,40,38,0
36,2,214604,9,13,2,11,0,4,1,0,0,42,38,1
28,2,191088,11,9,0,7,1,4,0,0,1741,52,38,0
40,2,45687,15,10,0,7,1,2,1,4787,0,50,38,1
24,0,127185,7,12,2,3,5,4,0,0,0,40,38,0
67,1,204123,9,13,2,9,0,4,1,0,0,10,38,0
45,1,348172,9,13,2,4,0,1,1,7298,0,40,38,1
39,3,186934,9,13,3,11,1,4,1,0,0,40,38,0
40,2,224658,9,13,2,11,0,4,1,0,0,45,38,1
58,4,203039,6,5,5,2,1,4,1,0,0,40,38,0
56,2,108276,9,13,6,7,1,4,0,0,0,40,38,0
50,2,196232,11,9,2,3,0,4,1,7688,0,50,38,1
52,2,168381,11,9,6,7,4,1,0,0,0,40,18,1
51,2,196501,9,13,0,3,1,4,1,14084,0,50,38,1
37,2,64922,9,13,5,7,1,4,1,0,0,70,8,0
62,2,88055,9,13,2,6,0,4,1,0,0,40,38,0
56,2,231781,11,9,2,11,0,4,1,0,0,40,38,1
28,2,137296,7,12,4,7,1,2,0,0,0,40,38,0
48,2,118889,11,9,2,11,0,4,1,2885,0,15,38,0
31,2,206051,9,13,2,0,0,4,1,0,0,40,38,1
90,2,52386,15,10,4,7,1,1,1,0,0,35,38,0
39,2,153976,15,10,2,2,0,4,1,0,0,52,38,1
34,5,173266,11,9,2,12,0,4,1,0,0,40,38,1
33,5,374905,0,6,2,7,0,4,1,0,0,40,38,0
48,4,133694,9,13,3,3,1,2,1,0,0,40,22,1
30,2,200192,15,10,2,7,5,4,0,0,0,45,38,0
29,4,160786,0,6,2,2,0,4,1,0,0,35,38,1
37,2,126675,11,9,2,2,0,4,1,0,0,40,38,0
34,2,143699,11,9,2,11,5,4,0,0,0,15,38,0
43,5,164790,15,10,0,0,1,2,1,0,0,50,38,1
29,2,229729,11,9,4,13,1,4,1,0,0,40,38,0
38,2,114591,9,13,2,9,5,4,0,15024,0,40,38,1
49,0,168232,11,9,2,0,0,4,1,0,0,40,38,1
52,2,117496,9,13,0,9,4,4,0,0,1755,40,38,1
73,4,46514,11,9,2,11,5,4,0,0,0,25,38,0
35,2,301862,11,9,4,2,4,4,1,0,0,50,38,0
59,4,178353,11,9,2,3,0,4,1,0,0,50,38,1
52,2,198824,8,11,5,7,4,4,0,0,0,35,38,0
18,2,156764,1,7,4,7,3,4,1,0,0,40,38,0
60,2,276009,11,9,2,7,0,1,1,0,0,30,29,0
60,4,218085,11,9,2,7,5,2,0,0,0,50,38,0
59,2,75867,12,14,2,9,0,4,1,0,0,60,38,0
50,2,166565,11,9,2,6,0,4,1,0,0,50,38,0
36,2,231082,9,13,0,9,1,4,0,0,0,50,38,0
55,2,202559,9,13,2,7,2,1,1,0,0,35,29,0
50,2,160572,11,9,2,6,0,4,1,3137,0,47,38,0
70,2,102610,0,6,2,5,0,4,1,0,0,32,38,0
38,2,447346,15,10,2,2,0,4,1,0,0,36,38,1
44,2,228320,11,9,2,12,0,4,1,0,0,45,38,1
31,2,59083,11,9,2,7,0,4,1,0,0,35,38,0
46,2,155489,12,14,2,3,0,4,1,0,0,50,38,1
29,2,88432,8,11,2,2,0,4,1,0,0,50,38,0
60,3,171315,11,9,0,2,1,4,1,0,0,40,38,0
29,2,142519,11,9,4,5,3,4,1,0,0,40,38,0
43,4,99203,8,11,2,2,0,4,1,0,0,40,38,0
29,1,115585,15,10,4,5,1,4,1,0,0,50,38,0
33,2,173248,11,9,2,7,0,2,1,0,0,35,38,0
43,4,48087,11,9,4,4,1,4,1,0,0,60,38,0
33,1,246291,9,13,4,9,1,4,0,0,0,46,38,0
27,5,192257,11,9,4,10,3,4,1,2174,0,40,38,0
46,2,207940,15,10,2,2,0,2,1,0,0,40,38,1
37,2,110713,11,9,2,11,0,4,1,0,0,50,38,1
23,2,549349,15,10,4,12,3,4,1,0,0,40,38,0
39,2,193260,15,10,2,0,0,1,1,0,0,25,25,0
35,2,67728,15,10,2,2,0,4,1,0,2051,45,38,0
36,4,34180,11,9,4,4,1,4,1,0,0,70,38,1
49,3,431245,15,10,2,11,0,4,1,0,0,50,38,1
58,2,205235,11,9,2,13,0,4,1,0,0,60,38,1
44,2,95255,15,10,0,0,4,4,0,0,0,40,38,0
59,1,197290,6,5,2,7,0,4,1,0,0,40,38,0
31,2,214235,11,9,2,7,0,4,1,0,0,65,38,0
59,2,70720,9,13,0,11,1,4,1,0,0,55,38,1
21,2,243842,11,9,2,4,0,4,1,0,0,40,38,0
48,2,413363,1,7,2,13,0,4,1,0,2002,40,38,0
56,2,161662,9,13,2,3,0,4,1,0,0,42,38,1
44,2,32000,15,10,2,12,0,4,1,0,0,18,38,1
60,2,109530,8,11,2,12,0,4,1,7298,0,40,38,1
26,1,287233,9,13,2,9,5,2,0,0,0,40,38,1
34,4,288486,1,7,2,2,0,4,1,0,0,40,38,0
41,2,223934,7,12,0,0,4,4,0,0,0,38,38,0
35,2,200426,8,11,3,9,4,4,0,0,0,44,38,0
35,2,229328,11,9,2,6,5,2,0,0,0,40,38,0
53,2,251063,15,10,5,3,4,2,0,0,0,40,38,0
44,2,242619,15,10,2,6,0,4,1,0,0,40,38,0
51,2,107123,5,4,2,13,0,2,1,0,0,40,38,0
66,2,127139,9,13,2,9,0,4,1,0,0,40,38,1
26,2,108542,15,10,2,0,0,4,1,0,0,40,38,1
32,5,400132,9,13,2,10,0,4,1,0,0,40,38,1
36,2,91037,11,9,2,0,5,4,0,0,0,40,38,1
46,2,102771,12,14,2,12,0,4,1,0,1977,40,38,1
39,2,456922,9,13,0,12,1,4,1,0,0,40,38,0
38,2,181716,2,8,2,2,0,4,1,0,0,48,38,0
21,2,34616,15,10,4,11,3,4,0,0,0,20,38,0
29,4,29616,11,9,4,4,3,4,1,0,0,65,38,0
22,2,36011,8,11,4,9,1,4,1,0,0,30,38,0
74,5,117017,15,10,5,11,1,4,1,0,0,16,38,0
18,4,207438,11,9,2,7,5,4,0,0,0,40,38,0
46,2,191204,8,11,4,3,3,4,0,0,0,40,38,0
63,2,137843,15,10,2,11,0,4,1,7298,0,48,38,1
44,2,367749,9,13,4,9,1,4,0,0,0,45,25,0
19,2,262515,1,7,4,7,2,4,1,0,0,20,38,0
40,2,197344,9,13,2,3,0,4,1,0,0,65,38,1
49,2,101320,12,14,0,3,1,4,0,0,0,75,38,0
29,5,301582,15,10,2,10,0,4,1,0,0,40,38,0
46,2,102569,12,14,2,3,0,4,1,15024,0,65,38,1
36,2,166606,1,7,2,2,0,4,1,0,0,40,38,0
31,2,319146,8,11,2,2,0,4,1,4386,0,40,25,1
26,2,125089,15,10,4,3,1,4,1,0,0,40,38,0
47,2,98012,12,14,2,9,5,4,0,7688,0,40,38,1
58,4,105592,5,4,2,13,0,4,1,0,0,40,38,1
22,2,216181,1,7,4,2,3,4,1,0,0,45,38,0
41,2,151504,9,13,2,3,0,4,1,7688,0,50,38,1
41,2,198425,15,10,2,2,0,4,1,0,0,45,38,0
59,2,328525,11,9,2,0,0,4,1,2414,0,15,38,0
31,2,416415,11,9,5,0,1,4,1,0,0,45,38,0
40,2,291808,11,9,0,10,1,2,0,0,0,40,38,0
51,2,22211,12,14,2,9,0,4,1,0,1902,60,38,1
65,2,261334,6,5,6,11,1,4,0,0,0,40,38,0
27,2,144133,9,13,2,3,2,4,1,0,0,50,38,0
31,2,126402,11,9,4,4,1,2,0,0,0,60,38,0
22,2,113062,9,13,4,3,3,4,0,0,0,7,38,0
34,2,108837,15,10,2,5,0,4,1,0,0,40,38,1
40,2,134026,1,7,4,7,2,4,1,0,0,40,38,0
17,2,140027,1,7,4,7,3,4,0,0,0,25,38,0
24,2,194096,11,9,4,9,3,4,0,0,0,45,38,0
46,2,215943,11,9,0,9,4,4,0,0,0,40,38,0
33,2,69727,5,4,2,4,0,4,1,0,0,40,25,0
45,3,117605,11,9,2,3,0,4,1,0,0,48,38,1
21,2,383603,0,6,4,7,1,4,0,0,0,35,38,0
48,3,54190,14,15,2,9,0,4,1,15024,0,40,38,1
39,2,249720,9,13,0,3,4,2,0,0,0,60,38,0
27,2,328981,11,9,4,6,4,2,1,0,0,40,38,0
59,4,64102,5,4,2,2,0,4,1,0,0,20,38,0
45,2,55720,9,13,2,9,0,4,1,0,0,40,38,1
62,1,159908,9,13,2,0,5,4,0,0,1258,38,38,0
40,5,269733,8,11,4,2,1,4,1,0,0,40,38,0
46,1,187749,9,13,2,9,0,1,1,0,0,40,29,1
40,3,50644,7,12,0,11,4,4,0,1506,0,40,38,0
45,2,192053,11,9,2,3,0,4,1,0,0,60,38,1
37,2,127961,11,9,4,6,1,4,1,0,0,40,38,0
39,2,84954,15,10,2,11,0,4,1,2829,0,65,38,0
27,4,153546,9,13,4,9,3,4,0,0,0,40,38,0
32,5,438711,15,10,2,9,5,2,0,0,0,40,38,0
45,2,77085,9,13,2,2,0,1,1,0,0,40,23,1
65,2,129426,15,10,6,0,1,4,0,0,0,40,38,0
31,4,234537,15,10,2,2,0,4,1,0,0,60,38,0
26,2,311497,9,13,4,3,1,4,0,0,0,40,38,0
60,3,197553,15,10,2,3,0,4,1,7688,0,50,38,1
37,1,244341,15,10,4,0,4,2,0,0,0,40,38,0
31,2,261943,15,10,2,3,0,4,1,0,0,40,38,0
47,4,119199,15,10,2,0,5,4,0,0,0,35,38,1
51,2,143741,15,10,2,7,5,4,0,0,0,40,38,1
38,5,314052,11,9,0,0,1,4,0,0,0,38,38,0
44,5,691903,12,14,2,9,0,2,1,0,0,60,38,1
31,5,75755,10,16,2,3,0,4,1,7298,0,55,38,1
51,1,154891,11,9,0,10,4,4,1,0,0,52,38,0
22,2,157145,8,11,4,2,3,4,1,0,0,50,38,0
37,2,239171,11,9,2,2,0,4,1,0,0,40,38,1
61,2,130684,15,10,2,9,0,4,1,0,0,42,38,0
28,2,293398,11,9,5,11,4,2,0,0,0,40,38,0
36,2,305352,0,6,0,2,2,2,1,0,0,40,38,0
47,2,164113,15,10,2,2,0,2,1,7688,0,40,38,1
28,2,274964,11,9,2,2,0,4,1,0,0,38,38,0
26,2,161007,8,11,2,5,0,4,1,0,0,80,38,0
23,2,176178,11,9,4,12,3,4,0,0,0,40,38,0
46,2,173243,11,9,2,2,0,4,1,0,0,40,38,0
41,2,121718,8,11,2,12,0,4,1,0,1848,48,38,1
75,4,231741,10,16,2,9,0,4,1,4931,0,3,38,0
35,2,127306,8,11,4,0,3,4,0,14344,0,40,38,1
45,2,248993,11,9,3,4,2,2,1,0,0,40,38,0
40,2,194360,6,5,2,5,0,4,1,0,0,40,38,0
37,2,29145,8,11,4,7,1,4,1,0,0,40,38,0
37,2,167613,11,9,2,7,0,4,1,0,0,40,38,0
55,5,294395,8,11,6,9,4,4,0,6849,0,40,38,0
43,2,178976,11,9,4,0,4,4,0,0,0,40,38,0
33,2,48010,15,10,0,3,4,4,0,0,0,40,38,0
32,5,169973,12,14,4,0,1,4,0,0,0,38,38,0
44,2,523484,9,13,2,3,0,2,1,0,0,40,38,1
57,2,132704,12,14,5,9,1,4,1,10520,0,32,38,1
29,4,341672,11,9,3,13,2,1,1,0,1564,50,18,1
58,2,227800,3,2,5,4,1,2,1,0,0,50,38,0
27,1,221317,1,7,2,2,0,4,1,0,0,40,25,0
28,2,110164,15,10,0,7,2,2,1,0,0,24,38,0
51,2,137815,15,10,2,0,0,4,1,7298,0,40,38,1
26,2,202033,9,13,2,13,0,4,1,0,0,40,38,1
34,4,209768,11,9,2,3,0,4,1,0,0,40,38,0
33,4,124187,7,12,4,7,1,2,1,0,0,32,38,0
41,2,145220,6,5,4,8,4,4,0,0,0,40,3,0
45,2,96975,15,10,0,5,4,4,0,0,0,40,38,0
34,2,340940,9,13,2,11,0,4,1,7298,0,60,38,1
47,0,202560,9,13,2,3,5,4,0,0,0,40,38,1
49,2,411273,0,6,0,6,1,2,1,0,0,40,38,0
57,4,181031,11,9,2,4,0,4,1,0,0,60,38,0
24,2,205844,9,13,4,3,3,2,0,0,0,65,38,0
55,2,314592,11,9,2,2,0,4,1,0,0,40,38,1
43,1,118600,9,13,0,9,4,4,0,0,625,40,38,0
47,2,175958,14,15,2,11,0,4,1,0,0,45,38,1
45,5,154117,11,9,0,3,4,4,0,0,0,38,38,1
24,0,44075,9,13,4,9,1,1,1,0,0,40,38,0
33,2,162312,11,9,0,11,1,1,1,0,0,45,23,0
62,2,71751,15,10,2,3,0,4,1,0,1977,98,38,1
51,1,123325,14,15,6,9,1,4,0,0,0,40,38,0
19,2,165115,11,9,4,11,1,4,0,0,0,40,38,0
53,2,94081,9,13,2,3,0,4,1,0,0,44,38,1
18,2,200876,1,7,4,13,3,4,1,0,0,16,38,0
25,2,108505,11,9,4,5,1,4,1,0,0,45,38,0
23,2,156807,6,5,4,5,3,2,1,0,0,36,38,0
28,2,157391,9,13,4,11,3,4,0,0,0,40,38,0
28,2,181659,11,9,2,6,0,4,1,0,0,40,38,0
47,2,144844,11,9,2,2,0,4,1,0,0,40,38,0
22,2,129508,11,9,4,0,3,4,0,0,0,28,38,0
27,2,660870,9,13,4,9,1,4,0,0,0,60,38,0
31,2,305692,15,10,2,11,5,2,0,0,0,40,38,0
17,2,239346,0,6,4,7,3,4,1,0,0,18,38,0
29,2,57596,15,10,0,0,1,4,0,0,0,40,38,0
37,1,189878,15,10,2,10,0,4,1,0,0,60,38,0
63,2,167967,12,14,2,5,0,4,1,0,0,46,38,0
50,2,287927,11,9,2,9,5,4,0,0,0,16,38,0
60,2,165517,15,10,2,5,0,4,1,0,0,40,38,0
42,1,1125613,11,9,0,7,1,2,1,0,0,40,38,0
46,2,358886,11,9,2,6,0,4,1,0,0,40,38,0
17,2,98675,6,5,4,7,4,4,0,0,0,20,38,0
61,2,149405,11,9,2,7,0,2,1,0,0,40,38,0
59,0,195467,12,14,4,3,1,4,1,0,0,40,38,0
25,2,193379,7,12,4,2,1,4,1,0,0,45,38,0
44,3,320984,15,10,2,11,0,4,1,5178,0,60,38,1
20,2,375698,15,10,4,0,3,4,0,0,0,15,38,0
26,2,159732,15,10,2,3,0,4,1,0,0,60,38,0
30,5,169496,9,13,2,12,0,4,1,0,0,40,38,1
56,2,104842,9,13,0,9,4,2,0,0,0,50,13,0
36,2,199501,15,10,0,3,4,2,0,0,0,38,38,0
21,2,216129,11,9,4,7,3,4,1,0,0,35,38,0
45,4,174426,15,10,4,9,1,4,1,0,0,35,38,0
37,2,271767,12,14,5,3,1,4,1,0,0,45,38,1
50,2,94391,8,11,2,2,0,4,1,0,0,50,38,1
63,4,33487,5,4,2,2,0,4,1,0,0,40,38,0
35,2,434114,11,9,2,5,0,4,1,0,0,40,25,0
22,2,58222,11,9,2,2,0,4,1,0,0,40,38,0
57,2,170411,9,13,2,10,0,4,1,0,0,40,38,1
44,2,151504,15,10,2,11,0,4,1,0,0,50,38,0
45,5,37672,8,11,0,12,4,4,0,0,0,40,38,0
25,2,122075,9,13,4,3,1,4,1,0,0,50,38,0
64,5,114650,6,5,2,2,0,4,1,0,0,40,38,0
24,2,199444,9,13,4,3,3,4,0,0,0,15,38,0
51,1,264457,1,7,2,5,0,2,1,0,0,40,38,0
43,5,241506,9,13,0,9,4,4,0,1506,0,36,38,0
32,2,76773,15,10,0,6,4,4,0,0,0,40,38,0
50,2,99925,11,9,2,0,0,4,1,0,0,32,38,0
50,1,425804,9,13,0,3,1,4,0,0,0,40,38,1
50,2,108926,15,10,0,6,1,2,0,0,0,40,38,0
62,4,134768,2,8,2,2,0,4,1,0,0,40,38,1
62,2,178249,9,13,2,3,0,4,1,0,0,35,38,1
17,2,228253,0,6,4,5,3,4,1,0,0,10,38,0
35,2,210150,11,9,0,0,4,4,0,0,0,40,38,0
44,2,239876,9,13,0,9,4,2,1,0,0,40,38,0
32,2,154120,11,9,2,13,0,4,1,7298,0,40,38,1
39,2,28572,11,9,0,7,1,4,1,0,0,40,38,0
21,2,82497,15,10,4,7,1,4,0,0,0,30,38,0
51,0,254211,12,14,6,11,4,4,1,0,0,50,7,1
33,2,184784,0,6,0,6,1,4,0,0,0,40,38,0
57,2,218649,11,9,2,5,0,4,1,0,0,40,38,0
22,2,99829,15,10,4,6,3,4,0,0,0,30,38,0
28,2,394927,15,10,2,12,0,4,1,0,0,40,38,1
44,2,161819,11,9,2,6,0,4,1,0,0,40,38,1
19,2,205830,11,9,4,7,3,4,0,0,0,40,7,0
59,2,66356,5,4,4,4,4,4,1,4865,0,40,38,0
18,2,301867,11,9,4,11,3,0,0,0,0,20,38,0
46,1,213668,1,7,4,7,1,4,1,0,0,40,38,0
43,1,33331,12,14,2,3,0,4,1,0,0,40,38,1
54,2,154728,8,11,2,12,0,4,1,7688,0,40,38,1
42,2,20809,11,9,0,2,1,4,1,0,0,75,38,1
33,5,150657,9,13,4,9,2,2,0,0,0,40,38,0
34,2,171159,15,10,0,0,4,4,0,0,0,30,38,0
36,2,160728,11,9,2,6,0,4,1,0,0,60,38,0
46,2,377401,11,9,2,13,0,4,1,0,1902,70,1,1
32,2,83253,15,10,2,13,0,4,1,0,0,60,38,0
59,2,95165,10,16,2,11,0,4,1,0,0,40,38,0
25,2,358975,11,9,4,7,1,4,0,0,0,35,38,0
44,2,367749,9,13,4,9,1,4,0,0,0,45,25,0
35,2,165799,11,9,0,3,1,4,1,0,0,60,38,0
34,2,204470,12,14,2,3,0,4,1,0,0,50,38,1
26,2,224943,8,11,4,11,2,2,1,0,0,65,38,0
37,2,148015,9,13,2,9,5,2,0,15024,0,40,38,1
38,2,108140,9,13,0,12,2,4,1,0,0,40,38,0
34,2,186824,11,9,2,5,0,4,1,0,0,70,38,0
28,2,202239,5,4,2,9,0,4,1,0,0,55,38,0
38,2,472604,9,13,2,7,0,4,1,0,0,35,25,0
35,0,76845,6,5,2,4,0,2,1,0,0,40,38,0
57,2,194850,15,10,2,7,0,3,1,0,0,40,25,0
30,2,114912,9,13,2,3,0,4,1,3103,0,60,38,1
30,2,190228,11,9,2,5,0,4,1,0,0,40,38,0
41,1,190368,9,13,4,9,1,4,0,0,0,70,38,0
28,2,37933,11,9,4,7,1,2,0,0,0,48,38,0
22,4,199011,11,9,4,2,2,4,1,0,0,20,38,0
42,2,202466,7,12,0,9,4,4,0,0,0,45,38,0
